Aussaat_ID,Versuchsjahr,Termin,Termin_Aufgang,Parzelle_ID,Saatstaerke_kg_ha,Reihenabstand,Pflanzenabstand,Saat_Pflanzgut_ID,Keimfaehige_Koerner,Technik_ID
300,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,44,,75,33.3,5,,10
301,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,45,,75,33.3,5,,10
302,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,46,,75,33.3,5,,10
303,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,47,,75,33.3,5,,10
304,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,48,,75,33.3,5,,10
305,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,49,,75,33.3,5,,10
306,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,50,,75,33.3,5,,10
307,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,51,,75,33.3,5,,10
308,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,52,,75,33.3,5,,10
309,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,53,,75,33.3,5,,10
310,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,54,,75,33.3,5,,10
311,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,55,,75,33.3,5,,10
312,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,56,,75,33.3,5,,10
313,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,57,,75,33.3,5,,10
314,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,58,,75,33.3,5,,10
315,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,59,,75,33.3,5,,10
316,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,60,,75,33.3,5,,10
317,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,61,,75,33.3,5,,10
318,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,62,,75,33.3,5,,10
319,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,63,,75,33.3,5,,10
320,1971,1971-04-19T00:00:00,1970-05-24T00:00:00,64,,75,33.3,5,,10
321,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,1,256,12.5,,6,,9
322,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,2,256,12.5,,6,,9
323,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,3,256,12.5,,6,,9
324,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,4,256,12.5,,6,,9
325,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,5,256,12.5,,6,,9
326,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,6,256,12.5,,6,,9
327,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,7,256,12.5,,6,,9
328,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,8,256,12.5,,6,,9
329,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,9,256,12.5,,6,,9
330,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,10,256,12.5,,6,,9
331,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,11,256,12.5,,6,,9
332,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,12,256,12.5,,6,,9
333,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,13,256,12.5,,6,,9
334,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,14,256,12.5,,6,,9
335,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,15,256,12.5,,6,,9
336,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,16,256,12.5,,6,,9
337,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,17,256,12.5,,6,,9
338,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,18,256,12.5,,6,,9
339,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,19,256,12.5,,6,,9
340,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,20,256,12.5,,6,,9
341,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,21,256,12.5,,6,,9
342,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,22,256,12.5,,6,,9
343,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,23,256,12.5,,6,,9
344,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,24,256,12.5,,6,,9
345,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,25,256,12.5,,6,,9
346,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,26,256,12.5,,6,,9
347,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,27,256,12.5,,6,,9
348,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,28,256,12.5,,6,,9
349,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,29,256,12.5,,6,,9
350,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,30,256,12.5,,6,,9
351,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,31,256,12.5,,6,,9
352,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,32,256,12.5,,6,,9
353,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,33,256,12.5,,6,,9
354,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,34,256,12.5,,6,,9
355,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,35,256,12.5,,6,,9
356,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,36,256,12.5,,6,,9
357,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,37,256,12.5,,6,,9
358,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,38,256,12.5,,6,,9
359,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,39,256,12.5,,6,,9
360,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,40,256,12.5,,6,,9
361,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,41,256,12.5,,6,,9
362,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,42,256,12.5,,6,,9
363,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,43,256,12.5,,6,,9
364,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,44,256,12.5,,6,,9
365,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,45,256,12.5,,6,,9
366,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,46,256,12.5,,6,,9
367,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,47,256,12.5,,6,,9
368,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,48,256,12.5,,6,,9
369,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,49,256,12.5,,6,,9
370,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,50,256,12.5,,6,,9
371,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,51,256,12.5,,6,,9
372,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,52,256,12.5,,6,,9
373,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,53,256,12.5,,6,,9
374,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,54,256,12.5,,6,,9
375,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,55,256,12.5,,6,,9
376,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,56,256,12.5,,6,,9
377,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,57,256,12.5,,6,,9
378,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,58,256,12.5,,6,,9
379,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,59,256,12.5,,6,,9
380,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,60,256,12.5,,6,,9
381,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,61,256,12.5,,6,,9
382,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,62,256,12.5,,6,,9
383,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,63,256,12.5,,6,,9
384,1972,1971-10-11T00:00:00,1971-10-27T00:00:00,64,256,12.5,,6,,9
385,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,1,12.8,41.7,,7,,8
386,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,2,12.8,41.7,,7,,8
387,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,3,12.8,41.7,,7,,8
388,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,4,12.8,41.7,,7,,8
389,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,5,12.8,41.7,,7,,8
390,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,6,12.8,41.7,,7,,8
391,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,7,12.8,41.7,,7,,8
392,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,8,12.8,41.7,,7,,8
393,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,9,12.8,41.7,,7,,8
394,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,10,12.8,41.7,,7,,8
395,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,11,12.8,41.7,,7,,8
396,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,12,12.8,41.7,,7,,8
397,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,13,12.8,41.7,,7,,8
398,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,14,12.8,41.7,,7,,8
399,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,15,12.8,41.7,,7,,8
400,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,16,12.8,41.7,,7,,8
401,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,17,12.8,41.7,,7,,8
402,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,18,12.8,41.7,,7,,8
403,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,19,12.8,41.7,,7,,8
404,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,20,12.8,41.7,,7,,8
405,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,21,12.8,41.7,,7,,8
406,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,22,12.8,41.7,,7,,8
407,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,23,12.8,41.7,,7,,8
408,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,24,12.8,41.7,,7,,8
409,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,25,12.8,41.7,,7,,8
410,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,26,12.8,41.7,,7,,8
411,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,27,12.8,41.7,,7,,8
412,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,28,12.8,41.7,,7,,8
413,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,29,12.8,41.7,,7,,8
414,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,30,12.8,41.7,,7,,8
415,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,31,12.8,41.7,,7,,8
416,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,32,12.8,41.7,,7,,8
417,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,33,12.8,41.7,,7,,8
418,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,34,12.8,41.7,,7,,8
419,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,35,12.8,41.7,,7,,8
420,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,36,12.8,41.7,,7,,8
421,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,37,12.8,41.7,,7,,8
422,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,38,12.8,41.7,,7,,8
423,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,39,12.8,41.7,,7,,8
424,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,40,12.8,41.7,,7,,8
425,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,41,12.8,41.7,,7,,8
426,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,42,12.8,41.7,,7,,8
427,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,43,12.8,41.7,,7,,8
428,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,44,12.8,41.7,,7,,8
429,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,45,12.8,41.7,,7,,8
430,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,46,12.8,41.7,,7,,8
431,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,47,12.8,41.7,,7,,8
432,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,48,12.8,41.7,,7,,8
433,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,49,12.8,41.7,,7,,8
434,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,50,12.8,41.7,,7,,8
435,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,51,12.8,41.7,,7,,8
436,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,52,12.8,41.7,,7,,8
437,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,53,12.8,41.7,,7,,8
438,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,54,12.8,41.7,,7,,8
439,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,55,12.8,41.7,,7,,8
440,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,56,12.8,41.7,,7,,8
441,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,57,12.8,41.7,,7,,8
442,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,58,12.8,41.7,,7,,8
443,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,59,12.8,41.7,,7,,8
444,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,60,12.8,41.7,,7,,8
445,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,61,12.8,41.7,,7,,8
446,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,62,12.8,41.7,,7,,8
447,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,63,12.8,41.7,,7,,8
448,1973,1973-04-26T00:00:00,1973-05-09T00:00:00,64,12.8,41.7,,7,,8
449,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,1,140,12.5,,8,,9
450,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,2,140,12.5,,8,,9
451,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,3,140,12.5,,8,,9
452,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,4,140,12.5,,8,,9
453,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,5,140,12.5,,8,,9
454,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,6,140,12.5,,8,,9
455,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,7,140,12.5,,8,,9
456,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,8,140,12.5,,8,,9
457,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,9,140,12.5,,8,,9
458,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,10,140,12.5,,8,,9
459,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,11,140,12.5,,8,,9
460,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,12,140,12.5,,8,,9
461,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,13,140,12.5,,8,,9
462,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,14,140,12.5,,8,,9
463,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,15,140,12.5,,8,,9
464,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,16,140,12.5,,8,,9
465,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,17,140,12.5,,8,,9
466,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,18,140,12.5,,8,,9
467,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,19,140,12.5,,8,,9
468,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,20,140,12.5,,8,,9
469,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,21,140,12.5,,8,,9
470,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,22,140,12.5,,8,,9
471,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,23,140,12.5,,8,,9
472,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,24,140,12.5,,8,,9
473,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,25,140,12.5,,8,,9
474,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,26,140,12.5,,8,,9
475,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,27,140,12.5,,8,,9
476,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,28,140,12.5,,8,,9
477,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,29,140,12.5,,8,,9
478,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,30,140,12.5,,8,,9
479,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,31,140,12.5,,8,,9
480,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,32,140,12.5,,8,,9
481,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,33,140,12.5,,8,,9
482,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,34,140,12.5,,8,,9
483,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,35,140,12.5,,8,,9
484,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,36,140,12.5,,8,,9
485,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,37,140,12.5,,8,,9
486,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,38,140,12.5,,8,,9
487,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,39,140,12.5,,8,,9
488,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,40,140,12.5,,8,,9
489,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,41,140,12.5,,8,,9
490,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,42,140,12.5,,8,,9
491,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,43,140,12.5,,8,,9
492,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,44,140,12.5,,8,,9
493,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,45,140,12.5,,8,,9
494,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,46,140,12.5,,8,,9
495,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,47,140,12.5,,8,,9
496,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,48,140,12.5,,8,,9
497,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,49,140,12.5,,8,,9
498,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,50,140,12.5,,8,,9
499,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,51,140,12.5,,8,,9
500,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,52,140,12.5,,8,,9
501,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,53,140,12.5,,8,,9
502,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,54,140,12.5,,8,,9
503,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,55,140,12.5,,8,,9
504,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,56,140,12.5,,8,,9
505,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,57,140,12.5,,8,,9
506,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,58,140,12.5,,8,,9
507,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,59,140,12.5,,8,,9
508,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,60,140,12.5,,8,,9
509,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,61,140,12.5,,8,,9
510,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,62,140,12.5,,8,,9
511,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,63,140,12.5,,8,,9
512,1974,1974-03-15T00:00:00,1974-04-02T00:00:00,64,140,12.5,,8,,9
513,1975,1975-04-25T00:00:00,,1,,75,30,5,,10
514,1975,1975-04-25T00:00:00,,2,,75,30,5,,10
515,1975,1975-04-25T00:00:00,,3,,75,30,5,,10
516,1975,1975-04-25T00:00:00,,4,,75,30,5,,10
517,1975,1975-04-25T00:00:00,,5,,75,30,5,,10
518,1975,1975-04-25T00:00:00,,6,,75,30,5,,10
519,1975,1975-04-25T00:00:00,,7,,75,30,5,,10
520,1975,1975-04-25T00:00:00,,8,,75,30,5,,10
521,1975,1975-04-25T00:00:00,,9,,75,30,5,,10
522,1975,1975-04-25T00:00:00,,10,,75,30,5,,10
523,1975,1975-04-25T00:00:00,,11,,75,30,5,,10
524,1975,1975-04-25T00:00:00,,12,,75,30,5,,10
525,1975,1975-04-25T00:00:00,,13,,75,30,5,,10
526,1975,1975-04-25T00:00:00,,14,,75,30,5,,10
527,1975,1975-04-25T00:00:00,,15,,75,30,5,,10
528,1975,1975-04-25T00:00:00,,16,,75,30,5,,10
529,1975,1975-04-25T00:00:00,,17,,75,30,5,,10
530,1975,1975-04-25T00:00:00,,18,,75,30,5,,10
531,1975,1975-04-25T00:00:00,,19,,75,30,5,,10
532,1975,1975-04-25T00:00:00,,20,,75,30,5,,10
533,1975,1975-04-25T00:00:00,,21,,75,30,5,,10
534,1975,1975-04-25T00:00:00,,22,,75,30,5,,10
535,1975,1975-04-25T00:00:00,,23,,75,30,5,,10
536,1975,1975-04-25T00:00:00,,24,,75,30,5,,10
537,1975,1975-04-25T00:00:00,,25,,75,30,5,,10
538,1975,1975-04-25T00:00:00,,26,,75,30,5,,10
539,1975,1975-04-25T00:00:00,,27,,75,30,5,,10
540,1975,1975-04-25T00:00:00,,28,,75,30,5,,10
541,1975,1975-04-25T00:00:00,,29,,75,30,5,,10
542,1975,1975-04-25T00:00:00,,30,,75,30,5,,10
543,1975,1975-04-25T00:00:00,,31,,75,30,5,,10
544,1975,1975-04-25T00:00:00,,32,,75,30,5,,10
545,1975,1975-04-25T00:00:00,,33,,75,30,5,,10
546,1975,1975-04-25T00:00:00,,34,,75,30,5,,10
547,1975,1975-04-25T00:00:00,,35,,75,30,5,,10
548,1975,1975-04-25T00:00:00,,36,,75,30,5,,10
549,1975,1975-04-25T00:00:00,,37,,75,30,5,,10
550,1975,1975-04-25T00:00:00,,38,,75,30,5,,10
551,1975,1975-04-25T00:00:00,,39,,75,30,5,,10
552,1975,1975-04-25T00:00:00,,40,,75,30,5,,10
553,1975,1975-04-25T00:00:00,,41,,75,30,5,,10
554,1975,1975-04-25T00:00:00,,42,,75,30,5,,10
555,1975,1975-04-25T00:00:00,,43,,75,30,5,,10
556,1975,1975-04-25T00:00:00,,44,,75,30,5,,10
557,1975,1975-04-25T00:00:00,,45,,75,30,5,,10
558,1975,1975-04-25T00:00:00,,46,,75,30,5,,10
559,1975,1975-04-25T00:00:00,,47,,75,30,5,,10
560,1975,1975-04-25T00:00:00,,48,,75,30,5,,10
561,1975,1975-04-25T00:00:00,,49,,75,30,5,,10
562,1975,1975-04-25T00:00:00,,50,,75,30,5,,10
563,1975,1975-04-25T00:00:00,,51,,75,30,5,,10
564,1975,1975-04-25T00:00:00,,52,,75,30,5,,10
565,1975,1975-04-25T00:00:00,,53,,75,30,5,,10
566,1975,1975-04-25T00:00:00,,54,,75,30,5,,10
567,1975,1975-04-25T00:00:00,,55,,75,30,5,,10
568,1975,1975-04-25T00:00:00,,56,,75,30,5,,10
569,1975,1975-04-25T00:00:00,,57,,75,30,5,,10
570,1975,1975-04-25T00:00:00,,58,,75,30,5,,10
571,1975,1975-04-25T00:00:00,,59,,75,30,5,,10
572,1975,1975-04-25T00:00:00,,60,,75,30,5,,10
573,1975,1975-04-25T00:00:00,,61,,75,30,5,,10
574,1975,1975-04-25T00:00:00,,62,,75,30,5,,10
575,1975,1975-04-25T00:00:00,,63,,75,30,5,,10
576,1975,1975-04-25T00:00:00,,64,,75,30,5,,10
577,1976,1975-10-01T00:00:00,,1,175.8,12.5,,9,,9
578,1976,1975-10-01T00:00:00,,2,175.8,12.5,,9,,9
579,1976,1975-10-01T00:00:00,,3,175.8,12.5,,9,,9
580,1976,1975-10-01T00:00:00,,4,175.8,12.5,,9,,9
581,1976,1975-10-01T00:00:00,,5,175.8,12.5,,9,,9
582,1976,1975-10-01T00:00:00,,6,175.8,12.5,,9,,9
583,1976,1975-10-01T00:00:00,,7,175.8,12.5,,9,,9
584,1976,1975-10-01T00:00:00,,8,175.8,12.5,,9,,9
585,1976,1975-10-01T00:00:00,,9,175.8,12.5,,9,,9
586,1976,1975-10-01T00:00:00,,10,175.8,12.5,,9,,9
587,1976,1975-10-01T00:00:00,,11,175.8,12.5,,9,,9
588,1976,1975-10-01T00:00:00,,12,175.8,12.5,,9,,9
589,1976,1975-10-01T00:00:00,,13,175.8,12.5,,9,,9
590,1976,1975-10-01T00:00:00,,14,175.8,12.5,,9,,9
591,1976,1975-10-01T00:00:00,,15,175.8,12.5,,9,,9
592,1976,1975-10-01T00:00:00,,16,175.8,12.5,,9,,9
593,1976,1975-10-01T00:00:00,,17,175.8,12.5,,9,,9
594,1976,1975-10-01T00:00:00,,18,175.8,12.5,,9,,9
595,1976,1975-10-01T00:00:00,,19,175.8,12.5,,9,,9
596,1976,1975-10-01T00:00:00,,20,175.8,12.5,,9,,9
597,1976,1975-10-01T00:00:00,,21,175.8,12.5,,9,,9
598,1976,1975-10-01T00:00:00,,22,175.8,12.5,,9,,9
599,1976,1975-10-01T00:00:00,,23,175.8,12.5,,9,,9
600,1976,1975-10-01T00:00:00,,24,175.8,12.5,,9,,9
601,1976,1975-10-01T00:00:00,,25,175.8,12.5,,9,,9
602,1976,1975-10-01T00:00:00,,26,175.8,12.5,,9,,9
603,1976,1975-10-01T00:00:00,,27,175.8,12.5,,9,,9
604,1976,1975-10-01T00:00:00,,28,175.8,12.5,,9,,9
605,1976,1975-10-01T00:00:00,,29,175.8,12.5,,9,,9
606,1976,1975-10-01T00:00:00,,30,175.8,12.5,,9,,9
607,1976,1975-10-01T00:00:00,,31,175.8,12.5,,9,,9
608,1976,1975-10-01T00:00:00,,32,175.8,12.5,,9,,9
609,1976,1975-10-01T00:00:00,,33,175.8,12.5,,9,,9
610,1976,1975-10-01T00:00:00,,34,175.8,12.5,,9,,9
611,1976,1975-10-01T00:00:00,,35,175.8,12.5,,9,,9
612,1976,1975-10-01T00:00:00,,36,175.8,12.5,,9,,9
613,1976,1975-10-01T00:00:00,,37,175.8,12.5,,9,,9
614,1976,1975-10-01T00:00:00,,38,175.8,12.5,,9,,9
615,1976,1975-10-01T00:00:00,,39,175.8,12.5,,9,,9
616,1976,1975-10-01T00:00:00,,40,175.8,12.5,,9,,9
617,1976,1975-10-01T00:00:00,,41,175.8,12.5,,9,,9
618,1976,1975-10-01T00:00:00,,42,175.8,12.5,,9,,9
619,1976,1975-10-01T00:00:00,,43,175.8,12.5,,9,,9
620,1976,1975-10-01T00:00:00,,44,175.8,12.5,,9,,9
621,1976,1975-10-01T00:00:00,,45,175.8,12.5,,9,,9
622,1976,1975-10-01T00:00:00,,46,175.8,12.5,,9,,9
623,1976,1975-10-01T00:00:00,,47,175.8,12.5,,9,,9
624,1976,1975-10-01T00:00:00,,48,175.8,12.5,,9,,9
625,1976,1975-10-01T00:00:00,,49,175.8,12.5,,9,,9
626,1976,1975-10-01T00:00:00,,50,175.8,12.5,,9,,9
627,1976,1975-10-01T00:00:00,,51,175.8,12.5,,9,,9
628,1976,1975-10-01T00:00:00,,52,175.8,12.5,,9,,9
629,1976,1975-10-01T00:00:00,,53,175.8,12.5,,9,,9
630,1976,1975-10-01T00:00:00,,54,175.8,12.5,,9,,9
631,1976,1975-10-01T00:00:00,,55,175.8,12.5,,9,,9
632,1976,1975-10-01T00:00:00,,56,175.8,12.5,,9,,9
633,1976,1975-10-01T00:00:00,,57,175.8,12.5,,9,,9
634,1976,1975-10-01T00:00:00,,58,175.8,12.5,,9,,9
635,1976,1975-10-01T00:00:00,,59,175.8,12.5,,9,,9
636,1976,1975-10-01T00:00:00,,60,175.8,12.5,,9,,9
637,1976,1975-10-01T00:00:00,,61,175.8,12.5,,9,,9
638,1976,1975-10-01T00:00:00,,62,175.8,12.5,,9,,9
