Ernte_ID,Versuchsjahr,Termin,Parzelle_ID,Saat_Pflanzgut_ID,Ganzflaechig,Technik_ID
525,1973,1973-11-02T00:00:00,13,7,1,18
526,1973,1973-11-02T00:00:00,14,7,1,18
527,1973,1973-11-02T00:00:00,15,7,1,18
528,1973,1973-11-02T00:00:00,16,7,1,18
529,1973,1973-11-02T00:00:00,22,7,1,18
530,1973,1973-11-02T00:00:00,28,7,1,18
531,1973,1973-11-02T00:00:00,30,7,1,18
532,1973,1973-11-02T00:00:00,26,7,1,18
533,1973,1973-11-02T00:00:00,17,7,1,18
534,1973,1973-11-02T00:00:00,18,7,1,18
535,1973,1973-11-02T00:00:00,19,7,1,18
536,1973,1973-11-02T00:00:00,20,7,1,18
537,1973,1973-11-02T00:00:00,29,7,1,18
538,1973,1973-11-02T00:00:00,31,7,1,18
539,1973,1973-11-02T00:00:00,24,7,1,18
540,1973,1973-11-02T00:00:00,32,7,1,18
541,1973,1973-11-02T00:00:00,25,7,1,18
542,1973,1973-11-02T00:00:00,21,7,1,18
543,1973,1973-11-02T00:00:00,23,7,1,18
544,1973,1973-11-02T00:00:00,27,7,1,18
545,1973,1973-11-02T00:00:00,45,7,1,18
546,1973,1973-11-02T00:00:00,39,7,1,18
547,1973,1973-11-02T00:00:00,37,7,1,18
548,1973,1973-11-02T00:00:00,48,7,1,18
549,1973,1973-11-02T00:00:00,43,7,1,18
550,1973,1973-11-02T00:00:00,41,7,1,18
551,1973,1973-11-02T00:00:00,47,7,1,18
552,1973,1973-11-02T00:00:00,46,7,1,18
553,1973,1973-11-02T00:00:00,33,7,1,18
554,1973,1973-11-02T00:00:00,34,7,1,18
555,1973,1973-11-02T00:00:00,35,7,1,18
556,1973,1973-11-02T00:00:00,36,7,1,18
557,1973,1973-11-02T00:00:00,40,7,1,18
558,1973,1973-11-02T00:00:00,42,7,1,18
559,1973,1973-11-02T00:00:00,44,7,1,18
560,1973,1973-11-02T00:00:00,38,7,1,18
561,1973,1973-11-02T00:00:00,57,7,1,18
562,1973,1973-11-02T00:00:00,63,7,1,18
563,1973,1973-11-02T00:00:00,60,7,1,18
564,1973,1973-11-02T00:00:00,53,7,1,18
565,1973,1973-11-02T00:00:00,61,7,1,18
566,1973,1973-11-02T00:00:00,64,7,1,18
567,1973,1973-11-02T00:00:00,59,7,1,18
568,1973,1973-11-02T00:00:00,58,7,1,18
569,1973,1973-11-02T00:00:00,54,7,1,18
570,1973,1973-11-02T00:00:00,56,7,1,18
571,1973,1973-11-02T00:00:00,62,7,1,18
572,1973,1973-11-02T00:00:00,55,7,1,18
573,1973,1973-11-02T00:00:00,49,7,1,18
574,1973,1973-11-02T00:00:00,50,7,1,18
575,1973,1973-11-02T00:00:00,51,7,1,18
576,1973,1973-11-02T00:00:00,52,7,1,18
577,1974,1974-08-07T00:00:00,1,8,1,21
578,1974,1974-08-07T00:00:00,2,8,1,21
579,1974,1974-08-07T00:00:00,3,8,1,21
580,1974,1974-08-07T00:00:00,4,8,1,21
581,1974,1974-08-07T00:00:00,5,8,1,21
582,1974,1974-08-07T00:00:00,6,8,1,21
583,1974,1974-08-07T00:00:00,7,8,1,21
584,1974,1974-08-07T00:00:00,8,8,1,21
585,1974,1974-08-07T00:00:00,9,8,1,21
586,1974,1974-08-07T00:00:00,10,8,1,21
587,1974,1974-08-07T00:00:00,11,8,1,21
588,1974,1974-08-07T00:00:00,12,8,1,21
589,1974,1974-08-07T00:00:00,13,8,1,21
590,1974,1974-08-07T00:00:00,14,8,1,21
591,1974,1974-08-07T00:00:00,15,8,1,21
592,1974,1974-08-07T00:00:00,16,8,1,21
593,1974,1974-08-07T00:00:00,22,8,1,21
594,1974,1974-08-07T00:00:00,28,8,1,21
595,1974,1974-08-07T00:00:00,30,8,1,21
596,1974,1974-08-07T00:00:00,26,8,1,21
597,1974,1974-08-07T00:00:00,17,8,1,21
598,1974,1974-08-07T00:00:00,18,8,1,21
599,1974,1974-08-07T00:00:00,19,8,1,21
600,1974,1974-08-07T00:00:00,20,8,1,21
601,1974,1974-08-07T00:00:00,29,8,1,21
602,1974,1974-08-07T00:00:00,31,8,1,21
603,1974,1974-08-07T00:00:00,24,8,1,21
604,1974,1974-08-07T00:00:00,32,8,1,21
605,1974,1974-08-07T00:00:00,25,8,1,21
606,1974,1974-08-07T00:00:00,21,8,1,21
607,1974,1974-08-07T00:00:00,23,8,1,21
608,1974,1974-08-07T00:00:00,27,8,1,21
609,1974,1974-08-07T00:00:00,45,8,1,21
610,1974,1974-08-07T00:00:00,39,8,1,21
611,1974,1974-08-07T00:00:00,37,8,1,21
612,1974,1974-08-07T00:00:00,48,8,1,21
613,1974,1974-08-07T00:00:00,43,8,1,21
614,1974,1974-08-07T00:00:00,41,8,1,21
615,1974,1974-08-07T00:00:00,47,8,1,21
616,1974,1974-08-07T00:00:00,46,8,1,21
617,1974,1974-08-07T00:00:00,33,8,1,21
618,1974,1974-08-07T00:00:00,34,8,1,21
619,1974,1974-08-07T00:00:00,35,8,1,21
620,1974,1974-08-07T00:00:00,36,8,1,21
621,1974,1974-08-07T00:00:00,40,8,1,21
622,1974,1974-08-07T00:00:00,42,8,1,21
623,1974,1974-08-07T00:00:00,44,8,1,21
624,1974,1974-08-07T00:00:00,38,8,1,21
625,1974,1974-08-07T00:00:00,57,8,1,21
626,1974,1974-08-07T00:00:00,63,8,1,21
627,1974,1974-08-07T00:00:00,60,8,1,21
628,1974,1974-08-07T00:00:00,53,8,1,21
629,1974,1974-08-07T00:00:00,61,8,1,21
630,1974,1974-08-07T00:00:00,64,8,1,21
631,1974,1974-08-07T00:00:00,59,8,1,21
632,1974,1974-08-07T00:00:00,58,8,1,21
633,1974,1974-08-07T00:00:00,54,8,1,21
634,1974,1974-08-07T00:00:00,56,8,1,21
635,1974,1974-08-07T00:00:00,62,8,1,21
636,1974,1974-08-07T00:00:00,55,8,1,21
637,1974,1974-08-07T00:00:00,49,8,1,21
638,1974,1974-08-07T00:00:00,50,8,1,21
639,1974,1974-08-07T00:00:00,51,8,1,21
640,1974,1974-08-07T00:00:00,52,8,1,21
641,1975,1975-09-09T00:00:00,1,5,1,24
642,1975,1975-09-09T00:00:00,2,5,1,24
643,1975,1975-09-09T00:00:00,3,5,1,24
644,1975,1975-09-09T00:00:00,4,5,1,24
645,1975,1975-09-09T00:00:00,5,5,1,24
646,1975,1975-09-09T00:00:00,6,5,1,24
647,1975,1975-09-09T00:00:00,7,5,1,24
648,1975,1975-09-09T00:00:00,8,5,1,24
649,1975,1975-09-09T00:00:00,9,5,1,24
650,1975,1975-09-09T00:00:00,10,5,1,24
651,1975,1975-09-09T00:00:00,11,5,1,24
652,1975,1975-09-09T00:00:00,12,5,1,24
653,1975,1975-09-09T00:00:00,13,5,1,24
654,1975,1975-09-09T00:00:00,14,5,1,24
655,1975,1975-09-09T00:00:00,15,5,1,24
656,1975,1975-09-09T00:00:00,16,5,1,24
657,1975,1975-09-09T00:00:00,22,5,1,24
658,1975,1975-09-09T00:00:00,28,5,1,24
659,1975,1975-09-09T00:00:00,30,5,1,24
660,1975,1975-09-09T00:00:00,26,5,1,24
661,1975,1975-09-09T00:00:00,17,5,1,24
662,1975,1975-09-09T00:00:00,18,5,1,24
663,1975,1975-09-09T00:00:00,19,5,1,24
664,1975,1975-09-09T00:00:00,20,5,1,24
665,1975,1975-09-09T00:00:00,29,5,1,24
666,1975,1975-09-09T00:00:00,31,5,1,24
667,1975,1975-09-09T00:00:00,24,5,1,24
668,1975,1975-09-09T00:00:00,32,5,1,24
669,1975,1975-09-09T00:00:00,25,5,1,24
670,1975,1975-09-09T00:00:00,21,5,1,24
671,1975,1975-09-09T00:00:00,23,5,1,24
672,1975,1975-09-09T00:00:00,27,5,1,24
673,1975,1975-09-09T00:00:00,45,5,1,24
674,1975,1975-09-09T00:00:00,39,5,1,24
675,1975,1975-09-09T00:00:00,37,5,1,24
676,1975,1975-09-09T00:00:00,48,5,1,24
677,1975,1975-09-09T00:00:00,43,5,1,24
678,1975,1975-09-09T00:00:00,41,5,1,24
679,1975,1975-09-09T00:00:00,47,5,1,24
680,1975,1975-09-09T00:00:00,46,5,1,24
681,1975,1975-09-09T00:00:00,33,5,1,24
682,1975,1975-09-09T00:00:00,34,5,1,24
683,1975,1975-09-09T00:00:00,35,5,1,24
684,1975,1975-09-09T00:00:00,36,5,1,24
685,1975,1975-09-09T00:00:00,40,5,1,24
686,1975,1975-09-09T00:00:00,42,5,1,24
687,1975,1975-09-09T00:00:00,44,5,1,24
688,1975,1975-09-09T00:00:00,38,5,1,24
689,1975,1975-09-09T00:00:00,57,5,1,24
690,1975,1975-09-09T00:00:00,63,5,1,24
691,1975,1975-09-09T00:00:00,60,5,1,24
692,1975,1975-09-09T00:00:00,53,5,1,24
693,1975,1975-09-09T00:00:00,61,5,1,24
694,1975,1975-09-09T00:00:00,64,5,1,24
695,1975,1975-09-09T00:00:00,59,5,1,24
696,1975,1975-09-09T00:00:00,58,5,1,24
697,1975,1975-09-09T00:00:00,54,5,1,24
698,1975,1975-09-09T00:00:00,56,5,1,24
699,1975,1975-09-09T00:00:00,62,5,1,24
700,1975,1975-09-09T00:00:00,55,5,1,24
701,1975,1975-09-09T00:00:00,49,5,1,24
702,1975,1975-09-09T00:00:00,50,5,1,24
703,1975,1975-09-09T00:00:00,51,5,1,24
704,1975,1975-09-09T00:00:00,52,5,1,24
705,1976,1976-07-24T00:00:00,1,9,1,21
706,1976,1976-07-24T00:00:00,2,9,1,21
707,1976,1976-07-24T00:00:00,3,9,1,21
708,1976,1976-07-24T00:00:00,4,9,1,21
709,1976,1976-07-24T00:00:00,5,9,1,21
710,1976,1976-07-24T00:00:00,6,9,1,21
711,1976,1976-07-24T00:00:00,7,9,1,21
712,1976,1976-07-24T00:00:00,8,9,1,21
713,1976,1976-07-24T00:00:00,9,9,1,21
714,1976,1976-07-24T00:00:00,10,9,1,21
715,1976,1976-07-24T00:00:00,11,9,1,21
716,1976,1976-07-24T00:00:00,12,9,1,21
717,1976,1976-07-24T00:00:00,13,9,1,21
718,1976,1976-07-24T00:00:00,14,9,1,21
719,1976,1976-07-24T00:00:00,15,9,1,21
720,1976,1976-07-24T00:00:00,16,9,1,21
721,1976,1976-07-24T00:00:00,22,9,1,21
722,1976,1976-07-24T00:00:00,28,9,1,21
723,1976,1976-07-24T00:00:00,30,9,1,21
724,1976,1976-07-24T00:00:00,26,9,1,21
725,1976,1976-07-24T00:00:00,17,9,1,21
726,1976,1976-07-24T00:00:00,18,9,1,21
727,1976,1976-07-24T00:00:00,19,9,1,21
728,1976,1976-07-24T00:00:00,20,9,1,21
729,1976,1976-07-24T00:00:00,29,9,1,21
730,1976,1976-07-24T00:00:00,31,9,1,21
731,1976,1976-07-24T00:00:00,24,9,1,21
732,1976,1976-07-24T00:00:00,32,9,1,21
733,1976,1976-07-24T00:00:00,25,9,1,21
734,1976,1976-07-24T00:00:00,21,9,1,21
735,1976,1976-07-24T00:00:00,23,9,1,21
736,1976,1976-07-24T00:00:00,27,9,1,21
737,1976,1976-07-24T00:00:00,45,9,1,21
738,1976,1976-07-24T00:00:00,39,9,1,21
739,1976,1976-07-24T00:00:00,37,9,1,21
740,1976,1976-07-24T00:00:00,48,9,1,21
741,1976,1976-07-24T00:00:00,43,9,1,21
742,1976,1976-07-24T00:00:00,41,9,1,21
743,1976,1976-07-24T00:00:00,47,9,1,21
744,1976,1976-07-24T00:00:00,46,9,1,21
745,1976,1976-07-24T00:00:00,33,9,1,21
746,1976,1976-07-24T00:00:00,34,9,1,21
747,1976,1976-07-24T00:00:00,35,9,1,21
748,1976,1976-07-24T00:00:00,36,9,1,21
749,1976,1976-07-24T00:00:00,40,9,1,21
750,1976,1976-07-24T00:00:00,42,9,1,21
751,1976,1976-07-24T00:00:00,44,9,1,21
752,1976,1976-07-24T00:00:00,38,9,1,21
753,1976,1976-07-24T00:00:00,57,9,1,21
754,1976,1976-07-24T00:00:00,63,9,1,21
755,1976,1976-07-24T00:00:00,60,9,1,21
756,1976,1976-07-24T00:00:00,53,9,1,21
757,1976,1976-07-24T00:00:00,61,9,1,21
758,1976,1976-07-24T00:00:00,64,9,1,21
759,1976,1976-07-24T00:00:00,59,9,1,21
760,1976,1976-07-24T00:00:00,58,9,1,21
761,1976,1976-07-24T00:00:00,54,9,1,21
762,1976,1976-07-24T00:00:00,56,9,1,21
763,1976,1976-07-24T00:00:00,62,9,1,21
764,1976,1976-07-24T00:00:00,55,9,1,21
765,1976,1976-07-24T00:00:00,49,9,1,21
766,1976,1976-07-24T00:00:00,50,9,1,21
767,1976,1976-07-24T00:00:00,51,9,1,21
768,1976,1976-07-24T00:00:00,52,9,1,21
769,1977,1977-10-20T00:00:00,1,10,1,20
770,1977,1977-10-20T00:00:00,2,10,1,20
771,1977,1977-10-20T00:00:00,3,10,1,20
772,1977,1977-10-20T00:00:00,4,10,1,20
773,1977,1977-10-20T00:00:00,5,10,1,20
774,1977,1977-10-20T00:00:00,6,10,1,20
775,1977,1977-10-20T00:00:00,7,10,1,20
776,1977,1977-10-20T00:00:00,8,10,1,20
777,1977,1977-10-20T00:00:00,9,10,1,20
778,1977,1977-10-20T00:00:00,10,10,1,20
779,1977,1977-10-20T00:00:00,11,10,1,20
780,1977,1977-10-20T00:00:00,12,10,1,20
781,1977,1977-10-20T00:00:00,13,10,1,20
782,1977,1977-10-20T00:00:00,14,10,1,20
783,1977,1977-10-20T00:00:00,15,10,1,20
784,1977,1977-10-20T00:00:00,16,10,1,20
785,1977,1977-10-20T00:00:00,22,10,1,20
786,1977,1977-10-20T00:00:00,28,10,1,20
787,1977,1977-10-20T00:00:00,30,10,1,20
788,1977,1977-10-20T00:00:00,26,10,1,20
789,1977,1977-10-20T00:00:00,17,10,1,20
790,1977,1977-10-20T00:00:00,18,10,1,20
791,1977,1977-10-20T00:00:00,19,10,1,20
792,1977,1977-10-20T00:00:00,20,10,1,20
793,1977,1977-10-20T00:00:00,29,10,1,20
794,1977,1977-10-20T00:00:00,31,10,1,20
795,1977,1977-10-20T00:00:00,24,10,1,20
796,1977,1977-10-20T00:00:00,32,10,1,20
797,1977,1977-10-20T00:00:00,25,10,1,20
798,1977,1977-10-20T00:00:00,21,10,1,20
799,1977,1977-10-20T00:00:00,23,10,1,20
800,1977,1977-10-20T00:00:00,27,10,1,20
801,1977,1977-10-20T00:00:00,45,10,1,20
802,1977,1977-10-20T00:00:00,39,10,1,20
803,1977,1977-10-20T00:00:00,37,10,1,20
804,1977,1977-10-20T00:00:00,48,10,1,20
805,1977,1977-10-20T00:00:00,43,10,1,20
806,1977,1977-10-20T00:00:00,41,10,1,20
807,1977,1977-10-20T00:00:00,47,10,1,20
808,1977,1977-10-20T00:00:00,46,10,1,20
809,1977,1977-10-20T00:00:00,33,10,1,20
810,1977,1977-10-20T00:00:00,34,10,1,20
811,1977,1977-10-20T00:00:00,35,10,1,20
812,1977,1977-10-20T00:00:00,36,10,1,20
813,1977,1977-10-20T00:00:00,40,10,1,20
814,1977,1977-10-20T00:00:00,42,10,1,20
815,1977,1977-10-20T00:00:00,44,10,1,20
816,1977,1977-10-20T00:00:00,38,10,1,20
817,1977,1977-10-20T00:00:00,57,10,1,20
818,1977,1977-10-20T00:00:00,63,10,1,20
819,1977,1977-10-20T00:00:00,60,10,1,20
820,1977,1977-10-20T00:00:00,53,10,1,20
821,1977,1977-10-20T00:00:00,61,10,1,20
822,1977,1977-10-20T00:00:00,64,10,1,20
823,1977,1977-10-20T00:00:00,59,10,1,20
824,1977,1977-10-20T00:00:00,58,10,1,20
825,1977,1977-10-20T00:00:00,54,10,1,20
826,1977,1977-10-20T00:00:00,56,10,1,20
827,1977,1977-10-20T00:00:00,62,10,1,20
828,1977,1977-10-20T00:00:00,55,10,1,20
829,1977,1977-10-20T00:00:00,49,10,1,20
830,1977,1977-10-20T00:00:00,50,10,1,20
831,1977,1977-10-20T00:00:00,51,10,1,20
832,1977,1977-10-20T00:00:00,52,10,1,20
833,1977,1977-10-26T00:00:00,1,10,1,18
834,1977,1977-10-26T00:00:00,2,10,1,18
835,1977,1977-10-26T00:00:00,3,10,1,18
836,1977,1977-10-26T00:00:00,4,10,1,18
837,1977,1977-10-26T00:00:00,5,10,1,18
838,1977,1977-10-26T00:00:00,6,10,1,18
839,1977,1977-10-26T00:00:00,7,10,1,18
840,1977,1977-10-26T00:00:00,8,10,1,18
841,1977,1977-10-26T00:00:00,9,10,1,18
842,1977,1977-10-26T00:00:00,10,10,1,18
843,1977,1977-10-26T00:00:00,11,10,1,18
844,1977,1977-10-26T00:00:00,12,10,1,18
845,1977,1977-10-26T00:00:00,13,10,1,18
846,1977,1977-10-26T00:00:00,14,10,1,18
847,1977,1977-10-26T00:00:00,15,10,1,18
848,1977,1977-10-26T00:00:00,16,10,1,18
849,1977,1977-10-26T00:00:00,22,10,1,18
850,1977,1977-10-26T00:00:00,28,10,1,18
851,1977,1977-10-26T00:00:00,30,10,1,18
852,1977,1977-10-26T00:00:00,26,10,1,18
853,1977,1977-10-26T00:00:00,17,10,1,18
854,1977,1977-10-26T00:00:00,18,10,1,18
855,1977,1977-10-26T00:00:00,19,10,1,18
856,1977,1977-10-26T00:00:00,20,10,1,18
857,1977,1977-10-26T00:00:00,29,10,1,18
858,1977,1977-10-26T00:00:00,31,10,1,18
859,1977,1977-10-26T00:00:00,24,10,1,18
860,1977,1977-10-26T00:00:00,32,10,1,18
861,1977,1977-10-26T00:00:00,25,10,1,18
862,1977,1977-10-26T00:00:00,21,10,1,18
863,1977,1977-10-26T00:00:00,23,10,1,18
864,1977,1977-10-26T00:00:00,27,10,1,18
865,1977,1977-10-26T00:00:00,45,10,1,18
866,1977,1977-10-26T00:00:00,39,10,1,18
867,1977,1977-10-26T00:00:00,37,10,1,18
868,1977,1977-10-26T00:00:00,48,10,1,18
869,1977,1977-10-26T00:00:00,43,10,1,18
870,1977,1977-10-26T00:00:00,41,10,1,18
871,1977,1977-10-26T00:00:00,47,10,1,18
872,1977,1977-10-26T00:00:00,46,10,1,18
873,1977,1977-10-26T00:00:00,33,10,1,18
874,1977,1977-10-26T00:00:00,34,10,1,18
875,1977,1977-10-26T00:00:00,35,10,1,18
876,1977,1977-10-26T00:00:00,36,10,1,18
877,1977,1977-10-26T00:00:00,40,10,1,18
878,1977,1977-10-26T00:00:00,42,10,1,18
879,1977,1977-10-26T00:00:00,44,10,1,18
880,1977,1977-10-26T00:00:00,38,10,1,18
881,1977,1977-10-26T00:00:00,57,10,1,18
882,1977,1977-10-26T00:00:00,63,10,1,18
883,1977,1977-10-26T00:00:00,60,10,1,18
884,1977,1977-10-26T00:00:00,53,10,1,18
885,1977,1977-10-26T00:00:00,61,10,1,18
886,1977,1977-10-26T00:00:00,64,10,1,18
887,1977,1977-10-26T00:00:00,59,10,1,18
888,1977,1977-10-26T00:00:00,58,10,1,18
889,1977,1977-10-26T00:00:00,54,10,1,18
890,1977,1977-10-26T00:00:00,56,10,1,18
891,1977,1977-10-26T00:00:00,62,10,1,18
892,1977,1977-10-26T00:00:00,55,10,1,18
893,1977,1977-10-26T00:00:00,49,10,1,18
894,1977,1977-10-26T00:00:00,50,10,1,18
895,1977,1977-10-26T00:00:00,51,10,1,18
896,1977,1977-10-26T00:00:00,52,10,1,18
897,1978,1978-08-12T00:00:00,1,11,1,21
898,1978,1978-08-12T00:00:00,2,11,1,21
899,1978,1978-08-12T00:00:00,3,11,1,21
900,1978,1978-08-12T00:00:00,4,11,1,21
901,1978,1978-08-12T00:00:00,5,11,1,21
902,1978,1978-08-12T00:00:00,6,11,1,21
903,1978,1978-08-12T00:00:00,7,11,1,21
904,1978,1978-08-12T00:00:00,8,11,1,21
905,1978,1978-08-12T00:00:00,9,11,1,21
906,1978,1978-08-12T00:00:00,10,11,1,21
907,1978,1978-08-12T00:00:00,11,11,1,21
908,1978,1978-08-12T00:00:00,12,11,1,21
909,1978,1978-08-12T00:00:00,13,11,1,21
910,1978,1978-08-12T00:00:00,14,11,1,21
911,1978,1978-08-12T00:00:00,15,11,1,21
912,1978,1978-08-12T00:00:00,16,11,1,21
913,1978,1978-08-12T00:00:00,22,11,1,21
914,1978,1978-08-12T00:00:00,28,11,1,21
915,1978,1978-08-12T00:00:00,30,11,1,21
916,1978,1978-08-12T00:00:00,26,11,1,21
917,1978,1978-08-12T00:00:00,17,11,1,21
918,1978,1978-08-12T00:00:00,18,11,1,21
919,1978,1978-08-12T00:00:00,19,11,1,21
920,1978,1978-08-12T00:00:00,20,11,1,21
921,1978,1978-08-12T00:00:00,29,11,1,21
922,1978,1978-08-12T00:00:00,31,11,1,21
923,1978,1978-08-12T00:00:00,24,11,1,21
924,1978,1978-08-12T00:00:00,32,11,1,21
925,1978,1978-08-12T00:00:00,25,11,1,21
926,1978,1978-08-12T00:00:00,21,11,1,21
927,1978,1978-08-12T00:00:00,23,11,1,21
928,1978,1978-08-12T00:00:00,27,11,1,21
929,1978,1978-08-12T00:00:00,45,11,1,21
930,1978,1978-08-12T00:00:00,39,11,1,21
931,1978,1978-08-12T00:00:00,37,11,1,21
932,1978,1978-08-12T00:00:00,48,11,1,21
933,1978,1978-08-12T00:00:00,43,11,1,21
934,1978,1978-08-12T00:00:00,41,11,1,21
935,1978,1978-08-12T00:00:00,47,11,1,21
936,1978,1978-08-12T00:00:00,46,11,1,21
937,1978,1978-08-12T00:00:00,33,11,1,21
938,1978,1978-08-12T00:00:00,34,11,1,21
939,1978,1978-08-12T00:00:00,35,11,1,21
940,1978,1978-08-12T00:00:00,36,11,1,21
941,1978,1978-08-12T00:00:00,40,11,1,21
942,1978,1978-08-12T00:00:00,42,11,1,21
943,1978,1978-08-12T00:00:00,44,11,1,21
944,1978,1978-08-12T00:00:00,38,11,1,21
945,1978,1978-08-12T00:00:00,57,11,1,21
946,1978,1978-08-12T00:00:00,63,11,1,21
947,1978,1978-08-12T00:00:00,60,11,1,21
948,1978,1978-08-12T00:00:00,53,11,1,21
949,1978,1978-08-12T00:00:00,61,11,1,21
950,1978,1978-08-12T00:00:00,64,11,1,21
951,1978,1978-08-12T00:00:00,59,11,1,21
952,1978,1978-08-12T00:00:00,58,11,1,21
953,1978,1978-08-12T00:00:00,54,11,1,21
954,1978,1978-08-12T00:00:00,56,11,1,21
955,1978,1978-08-12T00:00:00,62,11,1,21
956,1978,1978-08-12T00:00:00,55,11,1,21
957,1978,1978-08-12T00:00:00,49,11,1,21
958,1978,1978-08-12T00:00:00,50,11,1,21
959,1978,1978-08-12T00:00:00,51,11,1,21
960,1978,1978-08-12T00:00:00,52,11,1,21
961,1979,1979-09-05T00:00:00,1,12,1,24
962,1979,1979-09-05T00:00:00,2,12,1,24
963,1979,1979-09-05T00:00:00,3,12,1,24
964,1979,1979-09-05T00:00:00,4,12,1,24
965,1979,1979-09-05T00:00:00,5,12,1,24
966,1979,1979-09-05T00:00:00,6,12,1,24
967,1979,1979-09-05T00:00:00,7,12,1,24
968,1979,1979-09-05T00:00:00,8,12,1,24
969,1979,1979-09-05T00:00:00,9,12,1,24
970,1979,1979-09-05T00:00:00,10,12,1,24
971,1979,1979-09-05T00:00:00,11,12,1,24
972,1979,1979-09-05T00:00:00,12,12,1,24
973,1979,1979-09-05T00:00:00,13,12,1,24
974,1979,1979-09-05T00:00:00,14,12,1,24
975,1979,1979-09-05T00:00:00,15,12,1,24
976,1979,1979-09-05T00:00:00,16,12,1,24
977,1979,1979-09-05T00:00:00,22,12,1,24
978,1979,1979-09-05T00:00:00,28,12,1,24
979,1979,1979-09-05T00:00:00,30,12,1,24
980,1979,1979-09-05T00:00:00,26,12,1,24
981,1979,1979-09-05T00:00:00,17,12,1,24
982,1979,1979-09-05T00:00:00,18,12,1,24
983,1979,1979-09-05T00:00:00,19,12,1,24
984,1979,1979-09-05T00:00:00,20,12,1,24
985,1979,1979-09-05T00:00:00,29,12,1,24
986,1979,1979-09-05T00:00:00,31,12,1,24
987,1979,1979-09-05T00:00:00,24,12,1,24
988,1979,1979-09-05T00:00:00,32,12,1,24
989,1979,1979-09-05T00:00:00,25,12,1,24
990,1979,1979-09-05T00:00:00,21,12,1,24
991,1979,1979-09-05T00:00:00,23,12,1,24
992,1979,1979-09-05T00:00:00,27,12,1,24
993,1979,1979-09-05T00:00:00,45,12,1,24
994,1979,1979-09-05T00:00:00,39,12,1,24
995,1979,1979-09-05T00:00:00,37,12,1,24
996,1979,1979-09-05T00:00:00,48,12,1,24
997,1979,1979-09-05T00:00:00,43,12,1,24
998,1979,1979-09-05T00:00:00,41,12,1,24
999,1979,1979-09-05T00:00:00,47,12,1,24
1000,1979,1979-09-05T00:00:00,46,12,1,24
1001,1979,1979-09-05T00:00:00,33,12,1,24
1002,1979,1979-09-05T00:00:00,34,12,1,24
1003,1979,1979-09-05T00:00:00,35,12,1,24
1004,1979,1979-09-05T00:00:00,36,12,1,24
1005,1979,1979-09-05T00:00:00,40,12,1,24
1006,1979,1979-09-05T00:00:00,42,12,1,24
1007,1979,1979-09-05T00:00:00,44,12,1,24
1008,1979,1979-09-05T00:00:00,38,12,1,24
1009,1979,1979-09-05T00:00:00,57,12,1,24
1010,1979,1979-09-05T00:00:00,63,12,1,24
1011,1979,1979-09-05T00:00:00,60,12,1,24
1012,1979,1979-09-05T00:00:00,53,12,1,24
1013,1979,1979-09-05T00:00:00,61,12,1,24
1014,1979,1979-09-05T00:00:00,64,12,1,24
1015,1979,1979-09-05T00:00:00,59,12,1,24
1016,1979,1979-09-05T00:00:00,58,12,1,24
1017,1979,1979-09-05T00:00:00,54,12,1,24
1018,1979,1979-09-05T00:00:00,56,12,1,24
1019,1979,1979-09-05T00:00:00,62,12,1,24
1020,1979,1979-09-05T00:00:00,55,12,1,24
1021,1979,1979-09-05T00:00:00,49,12,1,24
1022,1979,1979-09-05T00:00:00,50,12,1,24
1023,1979,1979-09-05T00:00:00,51,12,1,24
1024,1979,1979-09-05T00:00:00,52,12,1,24
1025,1980,1980-08-12T00:00:00,1,9,1,21
1026,1980,1980-08-12T00:00:00,2,9,1,21
1027,1980,1980-08-12T00:00:00,3,9,1,21
1028,1980,1980-08-12T00:00:00,4,9,1,21
1029,1980,1980-08-12T00:00:00,5,9,1,21
1030,1980,1980-08-12T00:00:00,6,9,1,21
1031,1980,1980-08-12T00:00:00,7,9,1,21
1032,1980,1980-08-12T00:00:00,8,9,1,21
1033,1980,1980-08-12T00:00:00,9,9,1,21
1034,1980,1980-08-12T00:00:00,10,9,1,21
1035,1980,1980-08-12T00:00:00,11,9,1,21
1036,1980,1980-08-12T00:00:00,12,9,1,21
1037,1980,1980-08-12T00:00:00,13,9,1,21
1038,1980,1980-08-12T00:00:00,14,9,1,21
1039,1980,1980-08-12T00:00:00,15,9,1,21
1040,1980,1980-08-12T00:00:00,16,9,1,21
1041,1980,1980-08-12T00:00:00,22,9,1,21
1042,1980,1980-08-12T00:00:00,28,9,1,21
1043,1980,1980-08-12T00:00:00,30,9,1,21
1044,1980,1980-08-12T00:00:00,26,9,1,21
1045,1980,1980-08-12T00:00:00,17,9,1,21
1046,1980,1980-08-12T00:00:00,18,9,1,21
1047,1980,1980-08-12T00:00:00,19,9,1,21
1048,1980,1980-08-12T00:00:00,20,9,1,21
1049,1980,1980-08-12T00:00:00,29,9,1,21
1050,1980,1980-08-12T00:00:00,31,9,1,21
1051,1980,1980-08-12T00:00:00,24,9,1,21
1052,1980,1980-08-12T00:00:00,32,9,1,21
1053,1980,1980-08-12T00:00:00,25,9,1,21
1054,1980,1980-08-12T00:00:00,21,9,1,21
1055,1980,1980-08-12T00:00:00,23,9,1,21
1056,1980,1980-08-12T00:00:00,27,9,1,21
1057,1980,1980-08-12T00:00:00,45,9,1,21
